product_id,product_name,category,quantity,per_cost,total_cost,threshold,supplier,status,last_updated,image_url
P0190,Smart Watch 582,Accessories,112,4506,504672,33,Sony,In Stock,2023-11-08,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0191,Headphones 323,Accessories,265,4822,1277830,35,Dell,In Stock,2023-09-03,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0192,Tablet 475,Electronics,31,21777,675087,49,Dell,Low Stock,2023-05-13,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0193,Mouse 927,Accessories,14,544,7616,27,Sony,Low Stock,2023-07-17,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0194,Printer 371,Electronics,20,27482,549640,48,Dell,Low Stock,2023-03-01,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0195,Headphones 855,Accessories,293,2877,842961,15,Dell,In Stock,2023-03-16,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0196,Keyboard 701,Accessories,259,1409,364931,42,Apple,In Stock,2023-04-23,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0197,Power Bank 455,Accessories,184,2997,551448,23,Apple,In Stock,2023-05-07,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0198,Laptop 724,Electronics,266,59537,15836842,23,Lenovo,In Stock,2023-04-21,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0199,Monitor 106,Electronics,111,9793,1087023,23,Apple,In Stock,2023-04-05,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0200,Tablet 157,Electronics,298,35276,10512248,45,Lenovo,In Stock,2023-06-27,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0201,Monitor 566,Electronics,43,23290,1001470,27,Dell,In Stock,2023-03-04,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0202,Headphones 680,Accessories,300,3153,945900,36,Samsung,In Stock,2023-04-07,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0203,Smart Watch 608,Accessories,75,8057,604275,23,Boat,In Stock,2023-04-15,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0204,Smart Watch 739,Accessories,287,6812,1955044,19,HP,In Stock,2023-07-03,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0205,Laptop 950,Electronics,195,61444,11981580,15,Asus,In Stock,2023-07-23,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0206,Phone 359,Electronics,131,13033,1707323,45,Samsung,In Stock,2023-03-17,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0207,Power Bank 407,Accessories,299,1644,491556,50,Samsung,In Stock,2023-03-16,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0208,Laptop 983,Electronics,6,59875,359250,17,HP,Low Stock,2023-07-22,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0209,Keyboard 801,Accessories,199,810,161190,49,Samsung,In Stock,2023-08-13,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0210,Monitor 210,Electronics,210,33565,7048650,11,Lenovo,In Stock,2023-01-29,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0211,Laptop 319,Electronics,39,46392,1809288,35,Boat,In Stock,2023-12-06,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0212,Power Bank 585,Accessories,209,3450,721050,21,Boat,In Stock,2023-11-29,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0213,Phone 705,Electronics,93,27823,2587539,21,Apple,In Stock,2023-12-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0214,Keyboard 633,Accessories,185,2299,425315,17,HP,In Stock,2023-07-07,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0215,Phone 962,Electronics,46,23594,1085324,21,Asus,In Stock,2023-08-12,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0216,Keyboard 322,Accessories,179,1498,268142,42,Boat,In Stock,2023-04-25,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0217,Phone 406,Electronics,188,21501,4042188,15,Samsung,In Stock,2023-08-22,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0218,Headphones 857,Accessories,174,4917,855558,28,Samsung,In Stock,2023-08-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0219,Headphones 650,Accessories,32,4694,150208,46,Dell,Low Stock,2023-09-28,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0220,Mouse 195,Accessories,268,1198,321064,20,Sony,In Stock,2023-08-24,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0221,Phone 619,Electronics,75,20812,1560900,14,HP,In Stock,2023-03-03,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0222,Keyboard 513,Accessories,254,956,242824,14,Boat,In Stock,2023-09-04,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0223,Headphones 581,Accessories,238,3220,766360,33,Boat,In Stock,2023-01-04,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0224,Smart Watch 359,Accessories,223,3647,813281,36,Dell,In Stock,2023-05-16,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0225,Monitor 634,Electronics,18,19622,353196,32,Dell,Low Stock,2023-12-23,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0226,Phone 362,Electronics,83,27125,2251375,11,Sony,In Stock,2023-11-24,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0227,Laptop 504,Electronics,111,65631,7285041,30,Sony,In Stock,2023-07-05,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0228,Tablet 560,Electronics,199,25571,5088629,26,Samsung,In Stock,2023-08-15,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0229,Printer 197,Electronics,156,17075,2663700,21,Lenovo,In Stock,2023-06-15,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0230,Power Bank 186,Accessories,265,2599,688735,27,Dell,In Stock,2023-09-05,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0231,Keyboard 881,Accessories,141,1890,266490,22,HP,In Stock,2023-10-11,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0232,Smart Watch 249,Accessories,184,6399,1177416,47,HP,In Stock,2023-06-03,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0233,Monitor 732,Electronics,107,19109,2044663,45,HP,In Stock,2023-05-06,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0234,Laptop 623,Electronics,258,49334,12728172,15,Lenovo,In Stock,2023-05-30,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0235,Power Bank 283,Accessories,49,3381,165669,10,Apple,In Stock,2023-01-24,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0236,Laptop 759,Electronics,252,55087,13881924,40,Asus,In Stock,2023-01-15,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0237,Mouse 595,Accessories,205,734,150470,26,Apple,In Stock,2023-10-29,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0238,Tablet 189,Electronics,51,26961,1375011,13,HP,In Stock,2023-09-24,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0239,Power Bank 937,Accessories,266,3141,835506,31,Lenovo,In Stock,2023-07-24,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0240,Mouse 615,Accessories,172,1578,271416,44,Lenovo,In Stock,2023-09-14,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0241,Smart Watch 869,Accessories,186,3548,659928,17,Boat,In Stock,2023-01-04,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0242,Smart Watch 349,Accessories,256,6262,1603072,27,Lenovo,In Stock,2023-06-13,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0243,Keyboard 923,Accessories,7,1696,11872,38,Sony,Low Stock,2023-03-11,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0244,Mouse 616,Accessories,208,1405,292240,18,Apple,In Stock,2023-11-23,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0245,Power Bank 811,Accessories,114,1072,122208,43,Samsung,In Stock,2023-01-25,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0246,Headphones 266,Accessories,99,4120,407880,30,Sony,In Stock,2023-09-19,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0247,Power Bank 818,Accessories,275,2268,623700,33,Dell,In Stock,2023-12-14,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0248,Printer 498,Electronics,173,23246,4021558,11,Lenovo,In Stock,2023-07-14,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0249,Laptop 186,Electronics,288,48729,14033952,39,HP,In Stock,2023-07-20,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0250,Headphones 909,Accessories,166,1683,279378,40,Lenovo,In Stock,2023-04-18,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0251,Keyboard 908,Accessories,30,2139,64170,27,Lenovo,In Stock,2023-12-27,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0252,Smart Watch 912,Accessories,99,3108,307692,22,Asus,In Stock,2023-07-04,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0253,Power Bank 146,Accessories,128,3968,507904,27,Asus,In Stock,2023-06-23,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0254,Headphones 373,Accessories,214,2553,546342,23,Lenovo,In Stock,2023-11-22,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0255,Mouse 251,Accessories,104,1430,148720,44,Lenovo,In Stock,2023-02-02,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0256,Headphones 977,Accessories,107,4955,530185,44,Samsung,In Stock,2023-05-24,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0257,Monitor 151,Electronics,40,29335,1173400,12,Boat,In Stock,2023-02-21,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0258,Phone 968,Electronics,240,27286,6548640,12,Asus,In Stock,2023-02-12,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0259,Smart Watch 356,Accessories,50,5696,284800,23,Sony,In Stock,2023-02-27,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0260,Smart Watch 715,Accessories,50,3912,195600,45,Samsung,In Stock,2023-08-02,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0261,Tablet 847,Electronics,43,36985,1590355,13,Boat,In Stock,2023-11-27,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0262,Printer 692,Electronics,44,11390,501160,50,Samsung,Low Stock,2023-10-27,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0263,Printer 115,Electronics,151,23461,3542611,30,Sony,In Stock,2023-07-17,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0264,Phone 651,Electronics,110,23877,2626470,33,Samsung,In Stock,2023-09-30,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0265,Mouse 173,Accessories,57,667,38019,17,Sony,In Stock,2023-07-31,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0266,Monitor 997,Electronics,169,17009,2874521,36,Sony,In Stock,2023-10-09,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0267,Printer 231,Electronics,8,24397,195176,47,Dell,Low Stock,2023-06-16,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0268,Smart Watch 433,Accessories,256,6103,1562368,28,Samsung,In Stock,2023-09-21,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0269,Keyboard 905,Accessories,179,1323,236817,21,Sony,In Stock,2023-09-03,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0270,Smart Watch 456,Accessories,158,10784,1703872,22,Asus,In Stock,2023-10-19,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0271,Tablet 664,Electronics,46,21979,1011034,16,HP,In Stock,2023-09-30,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0272,Laptop 997,Electronics,73,55714,4067122,35,Dell,In Stock,2023-07-29,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0273,Keyboard 336,Accessories,271,1202,325742,19,HP,In Stock,2023-06-01,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0274,Headphones 740,Accessories,166,4074,676284,18,Sony,In Stock,2023-09-04,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0275,Monitor 717,Electronics,230,33563,7719490,38,Sony,In Stock,2023-10-11,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0276,Laptop 337,Electronics,284,50014,14203976,49,Apple,In Stock,2023-07-02,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0277,Mouse 944,Accessories,130,1603,208390,43,Samsung,In Stock,2023-11-04,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0278,Power Bank 619,Accessories,43,2041,87763,30,Lenovo,In Stock,2023-01-01,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0279,Mouse 917,Accessories,290,852,247080,38,Lenovo,In Stock,2023-09-10,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0280,Printer 736,Electronics,179,27227,4873633,45,Samsung,In Stock,2023-01-13,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0281,Power Bank 598,Accessories,171,2227,380817,42,Sony,In Stock,2023-07-02,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0282,Power Bank 550,Accessories,33,3558,117414,15,Dell,In Stock,2023-07-29,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0283,Headphones 126,Accessories,6,2654,15924,20,Asus,Low Stock,2023-06-04,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0284,Monitor 642,Electronics,71,10781,765451,50,Dell,In Stock,2023-04-22,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0285,Headphones 707,Accessories,27,4031,108837,17,Lenovo,In Stock,2023-10-17,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0286,Printer 328,Electronics,14,24460,342440,22,Boat,Low Stock,2023-01-14,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0287,Smart Watch 477,Accessories,114,11812,1346568,17,Asus,In Stock,2023-12-07,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0288,Laptop 943,Electronics,102,54541,5563182,24,HP,In Stock,2023-09-18,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0289,Smart Watch 336,Accessories,17,10131,172227,24,Asus,Low Stock,2023-08-18,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0290,Power Bank 997,Accessories,234,2308,540072,39,Apple,In Stock,2023-09-06,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0291,Laptop 198,Electronics,91,45671,4156061,35,Boat,In Stock,2023-03-15,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0292,Power Bank 449,Accessories,87,3855,335385,31,Apple,In Stock,2023-09-26,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0293,Tablet 548,Electronics,49,36185,1773065,16,HP,In Stock,2023-12-02,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0294,Power Bank 225,Accessories,256,1091,279296,20,Sony,In Stock,2023-10-16,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0295,Printer 998,Electronics,207,13941,2885787,31,Lenovo,In Stock,2023-10-10,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0296,Phone 759,Electronics,68,26827,1824236,22,Asus,In Stock,2023-06-20,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0297,Mouse 353,Accessories,236,1158,273288,27,HP,In Stock,2023-08-08,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0298,Keyboard 604,Accessories,17,1594,27098,27,Sony,Low Stock,2023-09-06,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0299,Phone 568,Electronics,4,22335,89340,50,Sony,Low Stock,2023-04-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0300,Laptop 540,Electronics,78,45897,3579966,32,Apple,In Stock,2023-02-04,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0301,Tablet 192,Electronics,141,18612,2624292,33,Dell,In Stock,2023-02-02,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0302,Mouse 266,Accessories,241,883,212803,20,Samsung,In Stock,2023-03-11,https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7
P0303,Smart Watch 513,Accessories,137,3491,478267,46,Lenovo,In Stock,2023-01-11,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0304,Printer 621,Electronics,235,14959,3515365,49,Lenovo,In Stock,2023-07-19,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0305,Tablet 326,Electronics,177,35844,6344388,11,Sony,In Stock,2023-06-02,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0306,Smart Watch 190,Accessories,52,7789,405028,47,Asus,In Stock,2023-08-31,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0307,Monitor 373,Electronics,149,25111,3741539,14,Asus,In Stock,2023-10-03,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0308,Keyboard 150,Accessories,131,1629,213399,23,Lenovo,In Stock,2023-07-13,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0309,Keyboard 689,Accessories,110,852,93720,40,Samsung,In Stock,2023-10-05,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0310,Tablet 419,Electronics,124,30430,3773320,38,Samsung,In Stock,2023-02-19,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0311,Phone 623,Electronics,22,13236,291192,36,Sony,Low Stock,2023-10-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0312,Power Bank 361,Accessories,207,3509,726363,40,Boat,In Stock,2023-01-12,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0313,Phone 808,Electronics,267,16635,4441545,45,Asus,In Stock,2023-03-04,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0314,Power Bank 872,Accessories,104,3421,355784,42,Samsung,In Stock,2023-11-15,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0315,Power Bank 849,Accessories,67,1278,85626,33,Sony,In Stock,2023-09-05,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0316,Phone 169,Electronics,72,20290,1460880,49,HP,In Stock,2023-04-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0317,Tablet 958,Electronics,83,26116,2167628,26,Sony,In Stock,2023-05-19,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0318,Phone 568,Electronics,223,18430,4109890,47,Asus,In Stock,2023-04-16,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0319,Monitor 484,Electronics,191,29543,5642713,23,Boat,In Stock,2023-01-07,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0320,Mouse 894,Accessories,99,1259,124641,36,Asus,In Stock,2023-04-04,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0321,Laptop 591,Electronics,227,57708,13099716,50,Lenovo,In Stock,2023-02-14,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0322,Monitor 105,Electronics,168,30485,5121480,15,HP,In Stock,2023-07-19,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0323,Monitor 154,Electronics,80,20479,1638320,13,HP,In Stock,2023-09-14,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0324,Power Bank 978,Accessories,176,3677,647152,28,Dell,In Stock,2023-10-12,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0325,Power Bank 409,Accessories,29,3021,87609,18,Dell,In Stock,2023-06-08,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0326,Phone 250,Electronics,129,17701,2283429,15,Apple,In Stock,2023-01-24,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0327,Headphones 164,Accessories,6,4503,27018,48,Asus,Low Stock,2023-04-14,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0328,Laptop 962,Electronics,27,64374,1738098,46,Samsung,Low Stock,2023-02-01,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0329,Smart Watch 938,Accessories,119,9563,1137997,25,Samsung,In Stock,2023-12-24,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0330,Keyboard 231,Accessories,8,1858,14864,33,Apple,Low Stock,2023-06-21,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0331,Power Bank 122,Accessories,260,1398,363480,18,Boat,In Stock,2023-03-21,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0332,Printer 719,Electronics,289,12018,3473202,17,Dell,In Stock,2023-06-02,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0333,Printer 117,Electronics,86,14343,1233498,21,Dell,In Stock,2023-12-29,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0334,Power Bank 572,Accessories,174,3741,650934,46,Sony,In Stock,2023-04-10,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0335,Smart Watch 762,Accessories,290,7814,2266060,23,Asus,In Stock,2023-10-08,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0336,Laptop 534,Electronics,136,58409,7943624,31,Sony,In Stock,2023-02-10,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0337,Keyboard 700,Accessories,55,873,48015,19,Boat,In Stock,2023-10-05,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0338,Mouse 956,Accessories,121,1604,194084,11,Samsung,In Stock,2023-01-30,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0339,Phone 624,Electronics,227,21480,4875960,45,Lenovo,In Stock,2023-02-28,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0340,Laptop 976,Electronics,192,45891,8811072,36,Dell,In Stock,2023-01-22,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0341,Power Bank 581,Accessories,287,1802,517174,47,Apple,In Stock,2023-07-10,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0342,Phone 230,Electronics,23,19845,456435,31,HP,Low Stock,2023-11-05,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0343,Power Bank 719,Accessories,166,3052,506632,42,HP,In Stock,2023-05-13,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0344,Smart Watch 820,Accessories,199,9756,1941444,49,Samsung,In Stock,2023-06-15,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0345,Monitor 314,Electronics,202,28362,5729124,32,Apple,In Stock,2023-04-08,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0346,Smart Watch 645,Accessories,42,11198,470316,17,Apple,In Stock,2023-05-01,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0347,Laptop 875,Electronics,194,70940,13762360,11,Asus,In Stock,2023-11-26,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0348,Phone 342,Electronics,8,20930,167440,11,Sony,Low Stock,2023-08-04,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0349,Phone 820,Electronics,189,20406,3856734,29,Lenovo,In Stock,2023-11-06,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0350,Tablet 385,Electronics,66,34706,2290596,10,Samsung,In Stock,2023-02-18,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5
P0351,Printer 553,Electronics,46,22342,1027732,15,HP,In Stock,2023-10-13,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0352,Laptop 172,Electronics,298,54232,16161136,28,Lenovo,In Stock,2023-12-26,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0353,Headphones 232,Accessories,143,4886,698698,15,Dell,In Stock,2023-01-27,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0354,Keyboard 873,Accessories,279,974,271746,17,HP,In Stock,2023-08-18,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
P0355,Power Bank 211,Accessories,45,3771,169695,46,Samsung,Low Stock,2023-10-30,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0356,Keyboard 737,Accessories,155,1853,287215,13,Lenovo,In Stock,2023-08-06,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0357,Monitor 540,Electronics,91,22705,2066155,35,Lenovo,In Stock,2023-11-19,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0358,Printer 238,Electronics,47,16093,756371,50,HP,Low Stock,2023-08-12,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0359,Monitor 487,Electronics,107,10990,1175930,37,Lenovo,In Stock,2023-06-27,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0360,Mouse 983,Accessories,181,1381,249961,46,Boat,In Stock,2023-02-11,https://images.unsplash.com/photo-1629429408209-1f912961dbd8
P0361,Phone 606,Electronics,61,18107,1104527,16,Samsung,In Stock,2023-01-02,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0362,Laptop 759,Electronics,114,71730,8177220,11,Samsung,In Stock,2023-09-05,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0363,Laptop 865,Electronics,22,57074,1255628,21,Asus,In Stock,2023-03-28,https://images.unsplash.com/photo-1496181133206-80ce9b88a853
P0364,Phone 981,Electronics,242,17530,4242260,11,Apple,In Stock,2023-10-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0365,Power Bank 864,Accessories,50,1489,74450,46,Sony,In Stock,2023-03-04,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0366,Smart Watch 608,Accessories,282,10098,2847636,15,Lenovo,In Stock,2023-06-08,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0367,Phone 554,Electronics,101,13789,1392689,12,Apple,In Stock,2023-08-10,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0368,Phone 621,Electronics,283,24925,7053775,12,Lenovo,In Stock,2023-09-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0369,Headphones 821,Accessories,76,1798,136648,26,Lenovo,In Stock,2023-12-15,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0370,Power Bank 964,Accessories,296,2230,660080,40,Dell,In Stock,2023-03-21,https://images.unsplash.com/photo-1609592422031-5b17fbd5c5b1
P0371,Laptop 984,Electronics,21,46635,979335,41,Asus,Low Stock,2023-12-04,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
P0372,Keyboard 848,Accessories,118,1300,153400,42,Sony,In Stock,2023-12-26,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0373,Keyboard 158,Accessories,275,1932,531300,21,Boat,In Stock,2023-05-21,https://images.unsplash.com/photo-1618384887929-16ec33fab9ef
P0374,Printer 174,Electronics,228,26465,6034020,26,Dell,In Stock,2023-01-08,https://images.unsplash.com/photo-1612815154858-60aa4c59eaa6
P0375,Headphones 417,Accessories,145,2956,428620,22,Dell,In Stock,2023-12-02,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9
P0376,Smart Watch 804,Accessories,167,10714,1789238,18,Boat,In Stock,2023-02-07,https://images.unsplash.com/photo-1516574187841-cb9cc2ca948b
P0377,Monitor 363,Electronics,34,33820,1149880,21,Samsung,In Stock,2023-07-31,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
P0378,Monitor 474,Electronics,239,20210,4830190,26,Sony,In Stock,2023-11-19,https://images.unsplash.com/photo-1527443154391-507e9dc6c5cc
